priority,security_impact,data_impact,category,schema,object,subobject,status,severity,source_migration,local_state,remote_state,details,evidence_quality,likely_cause,recommended_strategy,requires_remote_change,requires_history_alignment,manual_review_status
P3,REVIEW_REQUIRED,LOW,table_grant,public,avaliacoes,anon.SELECT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,pagamentos,anon.SELECT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,LOW,table_grant,public,perfis,anon.SELECT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,REVIEW_REQUIRED,table_grant,public,planos,anon.SELECT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,LOW,table_grant,public,treino_dias,anon.SELECT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,LOW,table_grant,public,treino_eventos,service_role.DELETE,REMOTE_ONLY,critical,20260728030000_workout_delivery_integration_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,LOW,table_grant,public,treino_eventos,service_role.INSERT,REMOTE_ONLY,critical,20260728030000_workout_delivery_integration_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,LOW,table_grant,public,treino_eventos,service_role.SELECT,REMOTE_ONLY,critical,20260728030000_workout_delivery_integration_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,LOW,table_grant,public,treino_eventos,service_role.UPDATE,REMOTE_ONLY,critical,20260728030000_workout_delivery_integration_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,LOW,table_grant,public,treino_exercicios,anon.SELECT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,LOW,table_grant,public,treinos,anon.SELECT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
P3,REVIEW_REQUIRED,LOW,table_grant,public,workout_templates,anon.SELECT,REMOTE_ONLY,critical,20260716090000_baseline_aruka_v1.sql,absent,present,Object exists only in remote evidence.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote privilege differs from local baseline/grant contract.,"Classify platform role versus application role, then reconcile grants.",false,true,PENDING_MANUAL_REVIEW
